,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał,Punkty_Gospodarze,Zwycięstwa_Gospodarze,Remisy_Gospodarze,Porażki_Gospodarze,Gole_zdobyte_Gospodarze,Gole_stracone_Gospodarze,Avg._posiadanie_Gospodarze,Avg.strzały_Gospodarze,Avg.strzały_celne_Gospodarze,Avg.strzały_niecelne_Gospodarze,Avg.strzały_zablokowane_Gospodarze,Avg.rzuty_rożne_Gospodarze,Avg.spalone_Gospodarze,Avg.obrony_bramkarza_Gospodarze,Avg.faule_Gospodarze,Avg.Żółte_kartki_Gospodarze,Avg.Czerwone_kartki_Gospodarze,%_SFG_Gospodarze,Punkty_Goście,Zwycięstwa_Goście,Remisy_Goście,Porażki_Goście,Gole_zdobyte_Goście,Gole_stracone_Goście,Avg._posiadanie_Goście,Avg.strzały_Goście,Avg.strzały_celne_Goście,Avg.strzały_niecelne_Goście,Avg.strzały_zablokowane_Goście,Avg.rzuty_rożne_Goście,Avg.spalone_Goście,Avg.obrony_bramkarza_Goście,Avg.faule_Goście,Avg.Żółte_kartki_Goście,Avg.Czerwone_kartki_Goście,%_SFG_Goście
1543,31 Maj 2020,17:30,19/20,Lechia Gdańsk,4,3,Arka Gdynia,2.02,3.55,3.98,Wygrali gospodarze,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94
1544,31 Maj 2020,15:00,19/20,Cracovia,0,1,Jagiellonia,2.24,3.41,3.42,Wygrali goście,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36
1545,31 Maj 2020,12:30,19/20,Wisła Płock,1,4,Korona Kielce,2.64,3.15,2.95,Wygrali goście,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1
1546,30 Maj 2020,20:00,19/20,Lech Poznań,0,1,Legia Warszawa,2.97,3.33,2.53,Wygrali goście,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36
1547,30 Maj 2020,17:30,19/20,Piast Gliwice,4,0,Wisła Kraków,2.12,3.5,3.63,Wygrali gospodarze,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82
1548,30 Maj 2020,15:00,19/20,ŁKS Łódź,0,1,Górnik Zabrze,2.8,3.23,2.72,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33
1549,29 Maj 2020,20:30,19/20,Pogoń Szczecin,0,3,Zagłębie Lubin,2.63,3.28,2.9,Wygrali goście,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33
1550,29 Maj 2020,18:00,19/20,Śląsk Wrocław,1,1,Raków Częstochowa,2.6,3.24,3.04,Remis,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1551,09-Mar-20,18:00,19/20,Korona Kielce,1,0,ŁKS Łódź,2.44,3.22,3.16,Wygrali gospodarze,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1552,08-Mar-20,17:30,19/20,Legia Warszawa,1,2,Piast Gliwice,1.46,4.46,7.98,Wygrali goście,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84
1553,08-Mar-20,15:00,19/20,Wisła Kraków,1,1,Lech Poznań,2.98,3.53,2.39,Remis,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45
1554,08-Mar-20,12:30,19/20,Raków Częstochowa,0,0,Pogoń Szczecin,2.08,3.43,3.86,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35
1555,07-Mar-20,20:00,19/20,Jagiellonia,1,0,Śląsk Wrocław,2.29,3.31,3.38,Wygrali gospodarze,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73
1556,07-Mar-20,17:30,19/20,Zagłębie Lubin,4,4,Lechia Gdańsk,1.99,3.65,3.9,Remis,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89
1557,07-Mar-20,15:00,19/20,Arka Gdynia,1,2,Wisła Płock,2.36,3.23,3.29,Wygrali goście,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0
1558,06-Mar-20,20:30,19/20,Górnik Zabrze,3,2,Cracovia,2.44,3.31,3.18,Wygrali gospodarze,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33
1559,04-Mar-20,20:30,19/20,Lechia Gdańsk,0,2,Legia Warszawa,4.66,3.82,1.81,Wygrali goście,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36
1560,04-Mar-20,20:30,19/20,Piast Gliwice,1,0,Arka Gdynia,1.69,3.91,5.51,Wygrali gospodarze,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94
1561,04-Mar-20,18:00,19/20,ŁKS Łódź,3,2,Zagłębie Lubin,2.9,3.33,2.58,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33
1562,04-Mar-20,18:00,19/20,Śląsk Wrocław,2,1,Korona Kielce,1.74,3.73,5.34,Wygrali gospodarze,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1
1563,03-Mar-20,20:30,19/20,Cracovia,0,2,Wisła Kraków,1.96,3.59,4.04,Wygrali goście,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82
1564,03-Mar-20,20:30,19/20,Pogoń Szczecin,1,2,Jagiellonia,2.2,3.32,3.56,Wygrali goście,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36
1565,03-Mar-20,18:00,19/20,Lech Poznań,4,1,Górnik Zabrze,1.72,3.88,5.07,Wygrali gospodarze,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33
1566,03-Mar-20,18:00,19/20,Wisła Płock,0,2,Raków Częstochowa,2.98,3.3,2.53,Wygrali goście,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1567,01-Mar-20,17:30,19/20,Zagłębie Lubin,3,1,Śląsk Wrocław,2.48,3.24,3.1,Wygrali gospodarze,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73
1568,01-Mar-20,15:00,19/20,Arka Gdynia,1,1,ŁKS Łódź,2.58,3.33,2.91,Remis,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1569,01-Mar-20,12:30,19/20,Korona Kielce,1,2,Lechia Gdańsk,2.71,3.17,2.84,Wygrali goście,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89
1570,29 Lut 2020,20:00,19/20,Legia Warszawa,2,1,Cracovia,1.63,4.16,5.59,Wygrali gospodarze,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33
1571,29 Lut 2020,17:30,19/20,Górnik Zabrze,3,1,Pogoń Szczecin,2.49,3.18,3.13,Wygrali gospodarze,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35
1572,29 Lut 2020,15:00,19/20,Wisła Kraków,2,2,Wisła Płock,1.82,3.73,4.57,Remis,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0
1573,28 Lut 2020,20:30,19/20,Jagiellonia,1,1,Lech Poznań,3.2,3.4,2.35,Remis,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45
1574,28 Lut 2020,18:00,19/20,Raków Częstochowa,2,0,Piast Gliwice,2.78,3.15,2.79,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84
1575,23 Lut 2020,17:30,19/20,Lech Poznań,2,0,Lechia Gdańsk,1.8,3.79,4.66,Wygrali gospodarze,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89
1576,23 Lut 2020,15:00,19/20,Wisła Kraków,2,0,Korona Kielce,1.86,3.7,4.38,Wygrali gospodarze,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1
1577,23 Lut 2020,12:30,19/20,Wisła Płock,1,1,Zagłębie Lubin,2.86,3.23,2.67,Remis,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33
1578,22 Lut 2020,20:00,19/20,Piast Gliwice,1,0,Cracovia,2.4,3.19,3.26,Wygrali gospodarze,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33
1579,22 Lut 2020,17:30,19/20,Legia Warszawa,4,0,Jagiellonia,1.5,4.53,6.72,Wygrali gospodarze,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36
1580,22 Lut 2020,15:00,19/20,Arka Gdynia,3,2,Raków Częstochowa,2.71,3.23,2.8,Wygrali gospodarze,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1581,21 Lut 2020,20:30,19/20,Śląsk Wrocław,2,1,Górnik Zabrze,2.09,3.39,3.77,Wygrali gospodarze,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33
1582,21 Lut 2020,18:00,19/20,ŁKS Łódź,0,0,Pogoń Szczecin,3.18,3.32,2.37,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35
1583,16 Lut 2020,17:30,19/20,Cracovia,2,1,Lech Poznań,2.44,3.19,3.15,Wygrali gospodarze,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45
1584,16 Lut 2020,15:00,19/20,Zagłębie Lubin,0,1,Wisła Kraków,2.18,3.53,3.43,Wygrali goście,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82
1585,16 Lut 2020,12:30,19/20,Jagiellonia,0,0,Korona Kielce,1.77,3.78,4.85,Remis,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1
1586,15 Lut 2020,20:00,19/20,Raków Częstochowa,2,2,Legia Warszawa,4.56,3.93,1.78,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36
1587,15 Lut 2020,17:30,19/20,Pogoń Szczecin,0,0,Śląsk Wrocław,2.2,3.19,3.7,Remis,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73
1588,15 Lut 2020,15:00,19/20,ŁKS Łódź,0,0,Wisła Płock,2.43,3.29,3.09,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0
1589,14 Lut 2020,20:30,19/20,Lechia Gdańsk,1,0,Piast Gliwice,2.74,3.23,2.77,Wygrali gospodarze,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84
1590,14 Lut 2020,18:00,19/20,Górnik Zabrze,2,0,Arka Gdynia,1.85,3.68,4.48,Wygrali gospodarze,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94
1591,09 Lut 2020,17:30,19/20,Legia Warszawa,3,1,ŁKS Łódź,1.31,6.05,9.74,Wygrali gospodarze,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1592,09 Lut 2020,15:00,19/20,Piast Gliwice,2,0,Zagłębie Lubin,2.22,3.45,3.43,Wygrali gospodarze,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33
1593,09 Lut 2020,12:30,19/20,Wisła Płock,2,3,Pogoń Szczecin,3.08,3.23,2.5,Wygrali goście,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35
1594,08 Lut 2020,20:00,19/20,Wisła Kraków,3,0,Jagiellonia,2.8,3.48,2.56,Wygrali gospodarze,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36
1595,08 Lut 2020,17:30,19/20,Lech Poznań,3,0,Raków Częstochowa,1.94,3.63,4.09,Wygrali gospodarze,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1596,08 Lut 2020,15:00,19/20,Korona Kielce,0,0,Górnik Zabrze,2.64,3.19,2.94,Remis,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33
1597,07 Lut 2020,20:30,19/20,Śląsk Wrocław,2,2,Lechia Gdańsk,1.88,3.64,4.47,Remis,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89
1598,07 Lut 2020,18:00,19/20,Arka Gdynia,0,1,Cracovia,3.32,3.3,2.34,Wygrali goście,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33
1599,21 Gru 2019,20:00,19/20,Górnik Zabrze,3,0,Jagiellonia,2.7,3.4,2.67,Wygrali gospodarze,46.0,12.0,10.0,15.0,48.0,53.0,47.0,13.41,5.16,5.19,3.05,4.43,2.84,3.08,15.57,2.24,0.11,33.33,57.0,16.0,9.0,12.0,55.0,52.0,49.0,12.81,4.62,5.05,3.14,4.57,1.51,3.19,13.89,2.11,0.08,36.36
1600,21 Gru 2019,17:30,19/20,Wisła Płock,2,1,Piast Gliwice,2.78,3.34,2.66,Wygrali gospodarze,41.0,10.0,11.0,16.0,50.0,58.0,48.0,12.95,4.22,5.38,3.35,4.84,1.89,3.05,15.35,2.24,0.19,50.0,72.0,21.0,9.0,7.0,57.0,33.0,51.0,12.24,3.97,4.86,3.41,5.49,1.62,3.19,14.51,1.43,0.05,36.84
1601,21 Gru 2019,15:00,19/20,Lechia Gdańsk,0,3,Raków Częstochowa,1.83,3.74,4.51,Wygrali goście,67.0,19.0,10.0,8.0,54.0,38.0,47.0,12.35,3.92,5.38,3.05,4.62,1.81,2.84,15.57,2.51,0.08,38.89,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
1602,20 Gru 2019,20:30,19/20,Zagłębie Lubin,2,1,Legia Warszawa,4.2,3.78,1.89,Wygrali gospodarze,53.0,15.0,8.0,14.0,57.0,48.0,50.0,11.97,4.59,4.46,2.92,4.97,2.35,3.03,14.41,2.43,0.11,33.33,68.0,20.0,8.0,9.0,55.0,38.0,52.0,14.03,4.95,5.43,3.65,5.89,2.19,2.49,15.08,2.11,0.11,36.36
1603,20 Gru 2019,18:00,19/20,Cracovia,2,0,Śląsk Wrocław,2.38,3.29,3.25,Wygrali gospodarze,57.0,17.0,6.0,14.0,45.0,43.0,50.0,13.08,4.24,5.81,3.03,4.51,1.3,2.68,15.81,2.08,0.03,33.33,44.0,12.0,8.0,17.0,49.0,45.0,47.0,13.3,4.24,5.89,3.16,5.68,2.86,2.86,15.51,2.19,0.11,36.73
1604,20 Gru 2019,18:00,19/20,Pogoń Szczecin,0,1,Korona Kielce,1.85,3.54,4.86,Wygrali goście,52.0,14.0,10.0,13.0,57.0,54.0,52.0,14.54,4.57,6.3,3.68,5.73,2.11,2.57,15.0,2.14,0.05,40.35,47.0,12.0,11.0,14.0,42.0,54.0,52.0,14.97,5.14,6.3,3.54,5.35,1.84,2.81,17.46,2.57,0.05,38.1
1605,19 Gru 2019,20:30,19/20,Lech Poznań,1,1,Arka Gdynia,1.61,4.21,5.72,Remis,52.0,15.0,7.0,15.0,49.0,48.0,52.0,12.38,3.89,5.32,3.16,4.81,1.16,3.14,13.78,1.76,0.0,22.45,42.0,10.0,12.0,15.0,49.0,51.0,52.0,12.03,4.59,4.46,2.97,5.03,1.3,3.05,16.27,2.08,0.11,46.94
1606,19 Gru 2019,18:00,19/20,ŁKS Łódź,2,4,Wisła Kraków,2.34,3.49,3.15,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,49.0,14.0,7.0,16.0,67.0,63.0,54.0,11.86,4.46,4.59,2.81,4.54,1.49,3.95,14.05,1.97,0.05,35.82
