,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał,Punkty_Gospodarze,Zwycięstwa_Gospodarze,Remisy_Gospodarze,Porażki_Gospodarze,Gole_zdobyte_Gospodarze,Gole_stracone_Gospodarze,Avg._posiadanie_Gospodarze,Avg.strzały_Gospodarze,Avg.strzały_celne_Gospodarze,Avg.strzały_niecelne_Gospodarze,Avg.strzały_zablokowane_Gospodarze,Avg.rzuty_rożne_Gospodarze,Avg.spalone_Gospodarze,Avg.obrony_bramkarza_Gospodarze,Avg.faule_Gospodarze,Avg.Żółte_kartki_Gospodarze,Avg.Czerwone_kartki_Gospodarze,%_SFG_Gospodarze,Punkty_Goście,Zwycięstwa_Goście,Remisy_Goście,Porażki_Goście,Gole_zdobyte_Goście,Gole_stracone_Goście,Avg._posiadanie_Goście,Avg.strzały_Goście,Avg.strzały_celne_Goście,Avg.strzały_niecelne_Goście,Avg.strzały_zablokowane_Goście,Avg.rzuty_rożne_Goście,Avg.spalone_Goście,Avg.obrony_bramkarza_Goście,Avg.faule_Goście,Avg.Żółte_kartki_Goście,Avg.Czerwone_kartki_Goście,%_SFG_Goście
11,18 Maj 2025,14:45,24/25,Cracovia,3,1,Legia Warszawa,2.74,3.56,2.44,Wygrali gospodarze,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49
12,18 Maj 2025,12:15,24/25,Motor Lublin,1,0,Zagłębie Lubin,1.97,3.53,3.75,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23
13,17 Maj 2025,20:15,24/25,Korona Kielce,1,1,Raków Częstochowa,7.36,4.58,1.43,Remis,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22
14,17 Maj 2025,17:30,24/25,Piast Gliwice,2,0,Górnik Zabrze,2.12,3.33,3.5,Wygrali gospodarze,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67
15,17 Maj 2025,14:45,24/25,Pogoń Szczecin,3,3,Lechia Gdańsk,1.47,4.68,6.29,Remis,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
16,16 Maj 2025,20:30,24/25,Śląsk Wrocław,1,1,Jagiellonia,4.16,4.16,1.77,Remis,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47
17,16 Maj 2025,18:00,24/25,Stal Mielec,2,2,Radomiak Radom,2.5,3.37,2.81,Remis,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39
18,15 Maj 2025,20:30,24/25,Widzew Łódź,0,2,Legia Warszawa,3.72,3.62,1.96,Wygrali goście,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49
19,14 Maj 2025,20:30,24/25,Pogoń Szczecin,3,0,Motor Lublin,1.38,5.13,7.54,Wygrali gospodarze,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
20,12 Maj 2025,19:00,24/25,Puszcza Niepołomice,2,3,Stal Mielec,2.54,3.39,2.74,Wygrali goście,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95
21,11 Maj 2025,17:30,24/25,Legia Warszawa,0,1,Lech Poznań,2.03,3.83,3.38,Wygrali goście,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53
22,11 Maj 2025,14:45,24/25,GKS Katowice,2,1,Cracovia,2.22,3.51,3.09,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56
23,11 Maj 2025,12:15,24/25,Lechia Gdańsk,3,2,Korona Kielce,2.04,3.45,3.64,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0
24,10 Maj 2025,20:15,24/25,Raków Częstochowa,1,2,Jagiellonia,1.71,3.91,4.93,Wygrali goście,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47
25,10 Maj 2025,17:30,24/25,Zagłębie Lubin,2,1,Widzew Łódź,2.15,3.39,3.32,Wygrali gospodarze,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33
26,10 Maj 2025,14:45,24/25,Radomiak Radom,2,0,Pogoń Szczecin,2.96,3.54,2.29,Wygrali gospodarze,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12
27,09 Maj 2025,20:30,24/25,Górnik Zabrze,2,0,Śląsk Wrocław,2.52,3.7,2.62,Wygrali gospodarze,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0
28,09 Maj 2025,18:00,24/25,Motor Lublin,1,4,Piast Gliwice,2.56,3.24,2.83,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26
29,05 Maj 2025,19:00,24/25,Korona Kielce,2,1,GKS Katowice,2.15,3.51,3.3,Wygrali gospodarze,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
30,04 Maj 2025,17:30,24/25,Jagiellonia,1,1,Górnik Zabrze,1.61,4.26,5.04,Remis,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67
31,04 Maj 2025,14:45,24/25,Cracovia,0,2,Lechia Gdańsk,2.55,3.56,2.59,Wygrali goście,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
32,04 Maj 2025,12:15,24/25,Piast Gliwice,0,0,Radomiak Radom,2.4,2.98,3.29,Remis,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39
33,03 Maj 2025,20:15,24/25,Lech Poznań,8,1,Puszcza Niepołomice,1.28,5.87,9.52,Wygrali gospodarze,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41
34,03 Maj 2025,17:30,24/25,Śląsk Wrocław,3,1,Zagłębie Lubin,1.96,3.89,3.56,Wygrali gospodarze,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23
35,03 Maj 2025,14:45,24/25,Stal Mielec,0,2,Raków Częstochowa,4.61,3.87,1.72,Wygrali goście,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22
36,28 Kwi 2025,19:00,24/25,Zagłębie Lubin,2,2,Stal Mielec,2.13,3.53,3.36,Remis,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95
37,27 Kwi 2025,17:30,24/25,Radomiak Radom,2,2,Lech Poznań,3.56,3.59,2.05,Remis,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53
38,27 Kwi 2025,14:45,24/25,Górnik Zabrze,0,0,Widzew Łódź,2.01,3.49,3.62,Remis,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33
39,27 Kwi 2025,12:15,24/25,Korona Kielce,3,1,Jagiellonia,3.24,3.39,2.21,Wygrali gospodarze,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47
40,26 Kwi 2025,20:15,24/25,GKS Katowice,1,3,Legia Warszawa,3.23,3.63,2.14,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49
41,26 Kwi 2025,17:30,24/25,Motor Lublin,0,1,Cracovia,2.14,3.56,3.21,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56
42,26 Kwi 2025,14:45,24/25,Lechia Gdańsk,3,1,Piast Gliwice,2.3,3.26,3.14,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26
43,25 Kwi 2025,20:30,24/25,Raków Częstochowa,3,0,Śląsk Wrocław,1.58,4.14,5.87,Wygrali gospodarze,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0
44,25 Kwi 2025,18:00,24/25,Puszcza Niepołomice,4,5,Pogoń Szczecin,4.62,4.09,1.69,Wygrali goście,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12
45,22 Kwi 2025,19:00,24/25,Stal Mielec,0,0,Górnik Zabrze,2.77,3.49,2.5,Remis,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67
46,21 Kwi 2025,20:15,24/25,Lech Poznań,2,1,Cracovia,1.48,4.62,6.13,Wygrali gospodarze,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56
47,21 Kwi 2025,17:30,24/25,Legia Warszawa,2,1,Lechia Gdańsk,1.55,4.49,5.45,Wygrali gospodarze,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
48,21 Kwi 2025,14:45,24/25,Jagiellonia,1,3,Zagłębie Lubin,1.7,3.99,4.71,Wygrali goście,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23
49,21 Kwi 2025,12:15,24/25,Puszcza Niepołomice,2,2,Radomiak Radom,2.87,3.36,2.45,Remis,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39
50,19 Kwi 2025,20:15,24/25,Pogoń Szczecin,1,0,Raków Częstochowa,2.99,3.26,2.45,Wygrali gospodarze,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22
51,19 Kwi 2025,17:30,24/25,Widzew Łódź,1,2,Motor Lublin,2.09,3.64,3.31,Wygrali goście,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
52,19 Kwi 2025,14:45,24/25,Śląsk Wrocław,0,2,GKS Katowice,2.01,3.71,3.45,Wygrali goście,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
53,19 Kwi 2025,12:15,24/25,Piast Gliwice,1,1,Korona Kielce,1.97,3.37,3.95,Remis,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0
54,14 Kwi 2025,19:00,24/25,Lechia Gdańsk,3,2,Stal Mielec,2.23,3.5,3.2,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95
55,13 Kwi 2025,20:15,24/25,Legia Warszawa,0,1,Jagiellonia,2.06,3.66,3.43,Wygrali goście,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47
56,13 Kwi 2025,17:30,24/25,Motor Lublin,1,2,Lech Poznań,3.78,3.76,1.91,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53
57,13 Kwi 2025,14:45,24/25,Piast Gliwice,2,1,Pogoń Szczecin,3.0,3.14,2.46,Wygrali gospodarze,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12
58,12 Kwi 2025,20:15,24/25,Raków Częstochowa,2,1,Radomiak Radom,1.43,4.45,7.74,Wygrali gospodarze,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39
59,12 Kwi 2025,17:30,24/25,Cracovia,2,4,Śląsk Wrocław,2.18,3.47,3.25,Wygrali goście,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0
60,12 Kwi 2025,14:45,24/25,GKS Katowice,3,1,Puszcza Niepołomice,1.85,3.71,4.06,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41
61,11 Kwi 2025,20:30,24/25,Korona Kielce,2,1,Widzew Łódź,2.31,3.27,3.24,Wygrali gospodarze,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33
62,11 Kwi 2025,18:00,24/25,Zagłębie Lubin,2,1,Górnik Zabrze,2.44,3.37,2.87,Wygrali gospodarze,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67
63,07 Kwi 2025,19:00,24/25,Puszcza Niepołomice,1,1,Raków Częstochowa,7.76,4.54,1.42,Remis,40.0,9.0,13.0,12.0,39.0,49.0,38.0,10.12,3.38,3.85,2.88,4.38,1.82,3.74,16.26,2.79,0.12,56.41,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22
64,06 Kwi 2025,17:30,24/25,Pogoń Szczecin,4,0,GKS Katowice,1.57,4.36,5.53,Wygrali gospodarze,55.0,16.0,7.0,11.0,59.0,38.0,56.0,14.59,4.91,5.44,4.24,6.24,1.29,2.65,10.85,1.94,0.06,27.12,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
65,06 Kwi 2025,14:45,24/25,Górnik Zabrze,1,2,Legia Warszawa,3.04,3.61,2.24,Wygrali goście,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67,59.0,16.0,11.0,7.0,51.0,39.0,57.0,13.5,4.41,5.21,3.88,6.0,1.68,1.32,13.18,2.47,0.18,25.49
66,06 Kwi 2025,12:15,24/25,Jagiellonia,1,1,Piast Gliwice,2.1,3.28,3.69,Remis,63.0,18.0,9.0,7.0,77.0,45.0,57.0,12.88,4.88,4.76,3.24,5.06,2.06,2.5,11.59,2.09,0.06,32.47,43.0,9.0,16.0,9.0,38.0,35.0,50.0,11.85,4.0,4.47,3.38,5.24,1.47,2.18,12.97,2.15,0.09,55.26
67,05 Kwi 2025,20:15,24/25,Lech Poznań,2,0,Korona Kielce,1.66,3.79,5.5,Wygrali gospodarze,53.0,14.0,11.0,9.0,47.0,41.0,59.0,11.12,4.29,3.91,2.91,5.62,1.82,3.15,13.03,2.18,0.09,25.53,38.0,8.0,14.0,12.0,40.0,44.0,50.0,12.74,4.09,4.68,3.97,4.76,1.71,2.53,13.21,2.12,0.03,35.0
68,05 Kwi 2025,17:30,24/25,Śląsk Wrocław,1,1,Motor Lublin,1.72,3.99,4.56,Remis,63.0,18.0,9.0,7.0,50.0,31.0,45.0,11.65,4.71,3.97,2.97,3.71,1.24,2.5,11.41,2.21,0.12,36.0,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
69,05 Kwi 2025,14:45,24/25,Radomiak Radom,0,1,Zagłębie Lubin,2.13,3.34,3.46,Wygrali goście,38.0,10.0,8.0,16.0,41.0,58.0,49.0,13.0,4.15,5.74,3.12,5.32,1.5,2.65,13.35,2.59,0.21,24.39,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23
70,04 Kwi 2025,20:30,24/25,Widzew Łódź,2,0,Lechia Gdańsk,2.01,3.63,3.64,Wygrali gospodarze,46.0,13.0,7.0,14.0,45.0,46.0,53.0,12.15,4.12,4.71,3.32,5.68,1.82,3.12,11.65,2.29,0.09,33.33,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
71,04 Kwi 2025,18:00,24/25,Stal Mielec,1,1,Cracovia,2.52,3.4,2.75,Remis,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95,39.0,8.0,15.0,11.0,45.0,46.0,45.0,13.18,4.12,5.0,4.06,5.26,1.53,2.82,13.0,2.06,0.09,35.56
72,31-Mar-25,19:00,24/25,Zagłębie Lubin,0,2,Raków Częstochowa,4.23,3.39,1.92,Wygrali goście,47.0,13.0,8.0,13.0,43.0,50.0,50.0,13.44,4.68,5.09,3.68,5.29,1.59,3.29,11.06,1.79,0.18,30.23,52.0,14.0,10.0,10.0,54.0,39.0,56.0,13.41,4.94,5.12,3.35,6.0,1.68,2.26,13.5,2.12,0.09,22.22
73,30-Mar-25,17:30,24/25,GKS Katowice,2,1,Górnik Zabrze,2.23,3.48,3.16,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,53.0,15.0,8.0,11.0,45.0,41.0,50.0,11.85,4.06,4.29,3.5,4.88,0.79,2.88,13.21,2.09,0.21,26.67
74,30-Mar-25,14:45,24/25,Motor Lublin,4,1,Stal Mielec,2.08,3.56,3.44,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,43.0,11.0,10.0,13.0,42.0,48.0,48.0,9.12,3.5,3.5,2.12,3.62,1.12,3.38,11.74,1.85,0.12,30.95
